student_id,age,gender,class_grade,school_type,attendance_percentage,math_score,science_score,english_score,social_science_score,previous_grade_percentage,study_hours_per_day,homework_completion,learning_difficulty,internet_access,digital_device,parent_education,parent_occupation,annual_family_income,family_size,distance_to_school_km,transportation,scholarship_received,mentoring_support,extracurricular_participation,health_issue,dropout_history_in_family,motivation_level,teacher_assessment,Target
900,12,Female,6,Government,64.2,36,39,60,40,48,1.7,33.6,No,Yes,Laptop,None,Service,253133,7,4.8,Walk,No,No,Yes,Yes,No,Medium,Low,At Risk
901,14,Other,12,NGO,84.6,38,89,99,65,73,5.5,55.1,No,No,Shared Phone,None,Self-employed,56056,5,6.9,Bus,Yes,No,No,Yes,No,High,High,On Track
902,15,Other,9,Government,93.8,53,87,41,88,63.8,2.7,83.2,No,No,Smartphone,None,Farmer,175785,4,12.9,Bus,Yes,No,No,Yes,Yes,Medium,Low,On Track
903,10,Male,11,NGO,73,83,53,63,35,61.4,3.3,84.5,Yes,Yes,None,Graduate,Labourer,254527,2,7.2,Walk,No,Yes,Yes,Yes,Yes,Low,Medium,On Track
904,15,Other,7,Private,52.7,48,100,48,53,59,1.4,30.9,No,No,Smartphone,Primary,Farmer,315780,2,4.2,Walk,No,Yes,No,No,Yes,High,High,On Track
905,13,Female,10,Government,93.9,43,44,61,74,57.2,5,96.2,No,Yes,Smartphone,Graduate,Self-employed,116346,5,8.4,Walk,Yes,Yes,No,Yes,Yes,Low,Medium,On Track
906,12,Other,5,Private,91.8,33,68,43,66,56.6,4.4,53.1,No,Yes,Smartphone,Primary,Service,307669,4,11,Bus,No,Yes,Yes,Yes,Yes,Medium,Medium,On Track
907,11,Other,8,NGO,46.2,58,74,93,33,66.2,1.8,69.1,Yes,Yes,None,Primary,Farmer,273115,4,12.3,Bus,Yes,No,No,No,No,High,Medium,On Track
908,15,Other,9,Government,83.4,32,99,65,53,63,4.6,88.4,No,Yes,Smartphone,Secondary,Service,120334,4,6.4,Walk,Yes,No,Yes,No,No,Medium,Low,On Track
909,15,Male,12,Private,94.2,40,81,70,48,59.2,1,45.6,Yes,No,None,Primary,Service,227545,6,9.3,Bus,Yes,Yes,No,No,No,High,Medium,On Track
910,14,Female,12,NGO,87.6,93,53,71,31,62.3,4.2,46.8,Yes,No,Shared Phone,Primary,Labourer,198063,4,1.8,Bicycle,Yes,Yes,No,Yes,No,Medium,Low,On Track
911,11,Male,10,Government,74.4,70,88,66,33,63.1,5.1,69.4,No,Yes,Shared Phone,Secondary,Labourer,126267,6,12,Bus,No,No,No,No,Yes,Low,Low,At Risk
912,13,Female,6,Government,62.7,98,47,97,79,77.5,2,93.8,Yes,No,Laptop,Primary,Labourer,87524,8,2.1,Bicycle,Yes,No,Yes,No,No,Low,Medium,At Risk
913,18,Other,7,Government,94.8,75,60,52,81,65.8,1.7,90.1,Yes,No,Shared Phone,Primary,Farmer,226096,4,8.1,Bicycle,Yes,Yes,Yes,Yes,Yes,Low,Low,At Risk
914,10,Other,11,Private,50.2,36,43,60,61,47.1,3.9,64.3,No,Yes,None,None,Service,70479,2,5.8,Walk,Yes,Yes,No,No,No,High,High,At Risk
915,17,Male,6,Private,73.3,77,75,69,30,65,3.7,73.5,Yes,Yes,None,Secondary,Service,220422,5,13.8,Bus,Yes,Yes,Yes,No,No,High,Low,On Track
916,16,Female,9,Private,69.3,66,61,86,31,63.8,1.2,50.7,No,Yes,None,None,Farmer,276642,4,2.8,Bicycle,No,No,No,Yes,Yes,Medium,High,On Track
917,10,Other,7,NGO,75.5,71,91,100,37,73.8,0.9,80.5,Yes,Yes,Shared Phone,Primary,Service,76305,2,5.9,Bicycle,No,Yes,No,Yes,No,Medium,High,On Track
918,13,Other,7,Private,53.3,92,45,99,75,78.6,0.9,39.7,No,No,Laptop,Primary,Labourer,301085,2,0.8,Bus,Yes,Yes,Yes,No,No,Medium,Low,At Risk
919,13,Other,7,Government,93.1,39,56,48,63,50.9,3.8,73.8,No,No,Shared Phone,Primary,Service,291001,5,5.3,Walk,Yes,No,No,Yes,Yes,Medium,High,On Track
920,10,Female,6,Private,50.4,65,33,79,75,59.6,2.9,50.5,No,No,Shared Phone,Secondary,Labourer,73351,8,13.7,Bicycle,No,Yes,No,No,No,Low,Medium,At Risk
921,16,Female,12,NGO,98.8,63,97,86,95,83.2,2.8,41.5,No,No,None,None,Labourer,200865,6,6.4,Bicycle,Yes,No,No,Yes,Yes,Medium,Low,On Track
922,10,Male,11,Private,87.1,87,83,93,52,79.7,1.8,52.4,Yes,No,Shared Phone,Secondary,Service,181185,8,11.8,Bicycle,Yes,Yes,Yes,Yes,Yes,Low,High,On Track
923,13,Male,9,Government,94.1,89,100,30,66,75.4,5.8,80.6,No,Yes,Smartphone,None,Labourer,312499,2,4.5,Bus,Yes,No,Yes,Yes,Yes,Medium,Low,On Track
924,17,Male,7,Government,83.1,64,70,38,80,62.9,4.7,61.2,No,Yes,Laptop,Primary,Labourer,113727,2,12.4,Walk,Yes,No,No,No,Yes,Low,Low,At Risk
925,16,Other,9,NGO,87.5,99,56,56,57,66.2,3,70.3,Yes,Yes,Laptop,Graduate,Self-employed,84980,6,13.8,Bicycle,No,Yes,Yes,Yes,No,Low,Medium,On Track
926,16,Male,9,Private,76.3,36,44,54,48,43.1,2.5,90.7,Yes,No,None,None,Self-employed,80603,8,13.5,Bus,No,Yes,Yes,Yes,Yes,Medium,Medium,On Track
927,18,Male,5,Private,60.7,38,37,66,37,42.2,0.9,58.4,No,Yes,Shared Phone,Secondary,Self-employed,140103,5,4.9,Bus,No,Yes,Yes,Yes,Yes,High,High,At Risk
928,10,Other,6,NGO,95.7,96,70,78,66,77,3.2,87.1,No,Yes,None,None,Labourer,121142,5,10.6,Bicycle,Yes,No,Yes,Yes,No,Medium,High,On Track
929,18,Other,11,Private,68.3,96,84,44,40,66.7,3.1,88.2,No,No,Shared Phone,Primary,Farmer,123797,4,14.6,Bus,Yes,No,Yes,No,Yes,Medium,Low,At Risk
930,14,Male,10,Government,80.4,38,74,84,71,66.1,1.3,55.9,No,Yes,Shared Phone,Primary,Service,188000,8,10.6,Bicycle,No,Yes,Yes,Yes,No,Medium,High,On Track
931,18,Other,9,NGO,96.1,84,100,92,56,78,5.3,44.2,Yes,No,Shared Phone,Primary,Labourer,282234,4,4.9,Bus,No,Yes,No,Yes,Yes,Medium,Medium,On Track
932,15,Male,7,Private,93.1,77,68,84,43,72.7,0.5,68.1,Yes,Yes,Laptop,Primary,Service,44180,5,6.9,Bus,Yes,No,Yes,Yes,No,High,High,On Track
933,12,Other,10,Private,52.1,91,94,79,55,74.8,3.8,30.6,Yes,Yes,None,None,Service,114216,3,13.3,Walk,Yes,No,No,No,No,Low,Medium,At Risk
934,17,Male,6,Private,86.7,84,45,90,43,64.3,4.4,60.4,No,No,Laptop,Graduate,Self-employed,195186,2,0.5,Bus,No,Yes,No,Yes,Yes,High,Low,On Track
935,14,Female,7,Private,99.3,78,76,55,88,75.5,5.8,42.8,Yes,Yes,Smartphone,Primary,Labourer,46965,5,0.9,Walk,Yes,No,No,No,Yes,Medium,High,On Track
936,11,Other,10,Private,47,42,35,38,80,50.8,5.5,59.3,Yes,Yes,Shared Phone,Graduate,Labourer,222792,3,4.9,Bus,No,Yes,Yes,No,No,Medium,Medium,On Track
937,11,Other,7,Government,50.9,81,90,41,62,67.3,5.8,79.8,No,No,Smartphone,Primary,Service,121666,5,5.6,Bus,Yes,Yes,Yes,No,No,Low,Medium,At Risk
938,18,Male,10,NGO,59.5,51,93,46,67,59.3,5,78.2,Yes,Yes,Laptop,None,Farmer,85277,6,11.5,Bicycle,No,No,Yes,Yes,No,Low,Medium,At Risk
939,11,Other,11,Government,97.5,55,37,55,60,50,2.8,75.9,Yes,No,Shared Phone,None,Labourer,86876,2,8.4,Bus,Yes,Yes,Yes,Yes,No,High,Low,On Track
940,18,Male,5,Government,54.5,59,72,65,38,56.9,5.3,72,Yes,Yes,Shared Phone,None,Service,177631,5,2.7,Bus,No,Yes,Yes,Yes,Yes,Medium,Medium,On Track
941,12,Female,11,Private,73.6,74,68,88,62,75.7,5.2,91,Yes,Yes,None,None,Labourer,222898,6,6.8,Bus,Yes,Yes,No,Yes,Yes,Low,High,On Track
942,18,Female,6,Private,86.1,47,84,59,90,75,4.5,54.9,Yes,Yes,Laptop,Graduate,Labourer,263944,7,8.1,Walk,Yes,No,No,Yes,No,High,Medium,On Track
943,18,Male,10,Government,46.4,80,50,88,81,71.5,1.4,59.8,No,No,None,Primary,Farmer,274643,5,4.5,Bus,Yes,No,Yes,No,Yes,Medium,Medium,On Track
944,12,Male,10,NGO,63.8,91,91,89,49,79.3,5.9,88.5,No,No,None,Primary,Self-employed,332051,2,11.6,Walk,Yes,No,No,No,No,Medium,Low,At Risk
945,18,Other,8,Government,76.4,47,75,80,74,72,3.4,60.9,Yes,No,Laptop,None,Self-employed,69403,4,9,Bus,Yes,No,Yes,No,No,Low,High,On Track
946,15,Male,12,Private,99.6,59,32,48,55,43.7,1.1,91.4,No,Yes,None,Graduate,Self-employed,58941,3,14.9,Walk,No,No,Yes,Yes,No,Low,High,At Risk
947,13,Other,6,Private,79.9,32,79,51,35,44.4,5.7,74.7,Yes,Yes,Smartphone,Primary,Self-employed,241795,3,7.1,Bus,Yes,No,No,Yes,No,Medium,High,On Track
948,17,Male,6,Private,89.4,65,69,80,77,76.8,4.2,93.6,No,Yes,Laptop,Graduate,Self-employed,149197,7,1.2,Bicycle,No,No,No,No,No,Medium,Medium,On Track
949,18,Other,8,Private,81.6,64,94,55,67,70.6,5.2,76.3,No,No,Shared Phone,Graduate,Labourer,299272,3,0.6,Bus,No,Yes,No,No,No,Medium,Medium,On Track
950,18,Other,12,Private,45.3,95,67,61,50,71,4.1,84,Yes,No,Smartphone,Primary,Self-employed,265770,8,1.1,Bus,Yes,No,Yes,Yes,No,Medium,Low,At Risk
951,16,Female,12,NGO,54.1,31,36,88,55,50.3,5.5,83.1,Yes,Yes,Laptop,Graduate,Self-employed,159158,7,9.5,Bus,Yes,No,Yes,Yes,Yes,High,Medium,On Track
952,11,Male,11,Government,52.6,74,44,75,34,58.5,4.3,74.5,No,No,None,Primary,Labourer,334821,5,9,Bus,No,Yes,Yes,Yes,No,Low,Medium,At Risk
953,15,Other,8,Private,49.3,42,44,48,60,50.1,3.7,49.2,Yes,No,Smartphone,Primary,Labourer,281549,8,10.1,Walk,Yes,No,Yes,No,No,High,Medium,On Track
954,13,Female,8,Private,75.5,74,74,67,73,76.5,1.9,83,Yes,Yes,Shared Phone,Secondary,Self-employed,89160,8,10.3,Bus,No,Yes,No,Yes,No,High,Medium,On Track
955,12,Male,12,Government,55.3,43,83,88,55,64.7,1.9,36.7,Yes,Yes,Smartphone,Graduate,Service,236373,2,7.8,Bus,Yes,No,Yes,No,No,Medium,Medium,On Track
956,12,Other,5,Private,77.4,37,84,59,40,56,2.9,31.4,Yes,No,None,Graduate,Labourer,299035,8,2.1,Bus,No,Yes,No,No,Yes,Medium,Low,On Track
957,11,Female,7,Private,97.4,57,65,59,97,73.7,3.4,32.7,No,Yes,Smartphone,Primary,Self-employed,69981,2,12.9,Walk,No,Yes,Yes,Yes,Yes,High,Low,On Track
958,13,Male,9,NGO,52.3,76,77,86,78,78.9,3.8,34.5,No,No,None,Secondary,Self-employed,175665,3,6.7,Bus,Yes,Yes,No,Yes,Yes,High,High,On Track
959,10,Other,7,Government,81.5,91,91,45,43,65.7,2.7,77.8,Yes,No,Shared Phone,Graduate,Service,218117,3,10.3,Walk,No,Yes,Yes,No,Yes,Low,Low,At Risk
960,12,Female,7,NGO,50.4,100,61,80,39,72.9,2.9,77.6,No,No,None,None,Self-employed,228211,4,12.8,Bus,No,Yes,Yes,No,Yes,Medium,Low,At Risk
961,10,Female,9,NGO,60.1,36,31,52,30,33.6,4.1,82,Yes,No,None,Primary,Service,202360,5,11.5,Walk,Yes,No,Yes,Yes,No,Low,High,At Risk
962,10,Male,8,Private,60,88,74,68,38,67.4,4.5,46.8,No,Yes,None,None,Farmer,167709,3,3.8,Bicycle,No,Yes,Yes,Yes,No,Low,Low,At Risk
963,12,Other,7,NGO,45.2,60,98,100,51,75.9,1.8,32.2,Yes,Yes,Laptop,None,Farmer,255521,7,14.1,Bicycle,No,Yes,Yes,No,Yes,Low,Low,At Risk
964,17,Other,9,Private,80.6,84,91,53,35,61.2,2.4,35.7,Yes,Yes,Laptop,None,Farmer,279469,8,9.9,Bus,No,Yes,No,Yes,Yes,Low,Medium,On Track
965,13,Male,12,NGO,45.4,77,40,44,40,51.5,4.9,51.3,No,No,Laptop,Graduate,Labourer,114327,5,6.5,Walk,No,No,Yes,No,No,Medium,Medium,On Track
966,11,Male,11,Government,86.3,84,60,75,81,71.1,4.6,83.5,No,No,Shared Phone,None,Service,235168,7,4.4,Walk,No,No,Yes,Yes,Yes,Low,Medium,On Track
967,14,Male,11,NGO,97.9,68,68,80,78,70.3,2.8,80.9,Yes,No,None,None,Farmer,279640,4,2.9,Bus,Yes,No,Yes,Yes,No,High,Medium,On Track
968,18,Other,11,Government,56.4,83,63,91,33,70.9,2.6,56.4,No,No,None,Primary,Service,237868,7,9.1,Bus,Yes,Yes,Yes,No,Yes,Low,Medium,At Risk
969,11,Male,10,NGO,76.7,53,48,44,51,48.8,0.8,53.1,Yes,No,None,None,Farmer,178528,2,8.2,Walk,No,Yes,Yes,Yes,No,High,High,On Track
970,17,Other,6,Private,73.5,32,41,98,44,53.2,3.7,99.2,No,Yes,Laptop,Secondary,Farmer,274985,4,2.6,Walk,No,No,Yes,No,Yes,Medium,High,On Track
971,11,Male,9,Private,75,82,72,83,75,78.2,1,73.4,Yes,Yes,Laptop,None,Labourer,298220,8,1.6,Bus,No,Yes,No,No,No,Medium,Low,On Track
972,17,Other,7,Government,86,83,43,83,69,70.6,1.7,94,Yes,Yes,Shared Phone,None,Service,245501,2,6.5,Bicycle,Yes,Yes,No,Yes,Yes,Low,Low,At Risk
973,11,Other,11,Private,57.2,54,83,45,60,56.3,3.9,66.9,No,Yes,None,Secondary,Self-employed,69508,4,7.8,Bicycle,No,Yes,Yes,No,No,High,Low,At Risk
974,13,Female,6,Private,53.4,65,57,49,48,58.9,4.8,92.4,Yes,No,Smartphone,None,Service,136603,3,13.6,Walk,Yes,No,Yes,Yes,No,High,High,On Track
975,10,Male,6,Government,83.3,80,59,63,75,66.8,5,80.6,No,No,Shared Phone,None,Service,204600,6,6.1,Bus,Yes,No,No,Yes,No,Low,High,On Track
976,14,Other,10,Government,93.5,98,89,47,65,78.9,0.7,99,Yes,Yes,Laptop,Graduate,Farmer,138661,3,3.4,Bus,Yes,No,No,Yes,No,Medium,Medium,On Track
977,17,Other,5,NGO,71.3,47,45,91,58,62.3,5.9,79.4,Yes,No,Shared Phone,Primary,Labourer,129514,8,12.2,Bicycle,Yes,No,Yes,Yes,Yes,High,High,On Track
978,16,Other,10,NGO,62,31,42,99,42,55,2.2,48.8,No,No,Shared Phone,None,Self-employed,122492,5,6.3,Bus,Yes,No,Yes,Yes,No,Medium,Low,At Risk
979,11,Male,10,NGO,67.9,65,31,66,43,49.3,2.4,73.5,Yes,Yes,Laptop,None,Farmer,207729,6,13.7,Walk,Yes,No,No,Yes,Yes,Medium,Medium,At Risk
980,10,Other,8,Private,62.5,70,64,53,52,55.1,5.8,46.9,No,No,Laptop,Graduate,Farmer,130842,6,3.9,Walk,No,Yes,Yes,Yes,Yes,Low,Low,At Risk
981,14,Female,7,Private,60.4,49,67,30,78,55.2,1.5,82.1,No,No,Shared Phone,Primary,Farmer,197238,7,8,Bicycle,Yes,Yes,No,Yes,No,Medium,Low,At Risk
982,15,Male,9,Government,54.7,61,52,79,47,60.3,2.4,61.5,Yes,No,None,Secondary,Service,125505,8,13.6,Bicycle,No,No,No,No,Yes,Medium,High,On Track
983,15,Female,6,NGO,91.2,90,81,72,35,67.1,1.2,68.5,Yes,Yes,None,Secondary,Service,183638,7,5.8,Bicycle,No,Yes,No,No,No,Low,Medium,On Track
984,17,Female,5,Private,67.5,43,88,32,85,62.8,1,48.3,No,Yes,None,None,Self-employed,152665,5,6.6,Bicycle,No,No,Yes,No,Yes,Low,Medium,At Risk
985,18,Male,11,NGO,96.9,42,79,92,67,67.6,5.4,77.8,Yes,No,Shared Phone,Secondary,Self-employed,268032,8,6.3,Bus,Yes,No,Yes,No,No,Medium,Medium,On Track
986,14,Male,5,NGO,52.5,63,52,85,39,59.5,4.4,71.1,No,No,None,Secondary,Self-employed,57454,8,10.6,Bicycle,No,Yes,No,Yes,No,Low,High,At Risk
987,14,Male,6,Government,79.6,61,96,66,61,73.6,2.7,69.2,Yes,No,Shared Phone,Secondary,Farmer,308513,8,11.5,Bicycle,Yes,No,No,No,Yes,Low,High,On Track
988,13,Female,5,Government,86.8,94,77,48,92,77.3,3.4,83.1,Yes,Yes,Laptop,Secondary,Self-employed,257555,4,10.3,Walk,Yes,Yes,No,No,No,Low,High,On Track
989,13,Female,8,Private,50.8,39,49,55,58,49,4.2,36.2,Yes,No,Shared Phone,None,Labourer,274094,7,6.3,Walk,No,No,No,Yes,No,Medium,Medium,At Risk
990,17,Male,10,Private,83.3,95,100,92,93,92.6,3.2,84.1,No,No,Smartphone,Primary,Service,189558,8,4,Walk,Yes,No,Yes,No,No,High,Medium,On Track
991,17,Female,11,Private,75.7,66,33,63,49,48,5.3,59.5,No,Yes,Smartphone,Graduate,Labourer,223884,7,11.7,Walk,No,Yes,Yes,Yes,Yes,Low,Low,At Risk
992,14,Other,5,Government,88.8,77,80,75,94,78,4.6,80.6,No,Yes,Smartphone,Graduate,Service,231604,5,14.8,Bus,No,Yes,Yes,Yes,No,Low,Low,At Risk
993,17,Other,5,Government,92.1,40,38,37,61,47.1,3.7,82.7,No,No,None,None,Self-employed,303121,6,3.4,Bicycle,No,No,No,No,No,Low,Low,At Risk
994,11,Female,9,NGO,85.2,90,87,84,41,75.6,4.7,58.6,No,Yes,Smartphone,Graduate,Labourer,345948,7,9.3,Bus,No,No,No,Yes,No,High,High,On Track
995,16,Female,10,Private,98.8,77,32,97,38,58.8,1.4,46.3,Yes,Yes,Shared Phone,Primary,Labourer,300245,6,8.1,Walk,No,No,Yes,Yes,No,Low,Medium,On Track
996,10,Female,10,Private,48.7,41,98,79,78,69.3,3.2,61.6,Yes,Yes,None,Secondary,Labourer,277912,2,3,Bus,Yes,No,No,No,Yes,Medium,Medium,On Track
997,10,Male,7,Private,95.4,58,94,91,58,78.6,6,67.6,No,No,Smartphone,Graduate,Farmer,291168,6,10.2,Walk,Yes,No,Yes,No,No,Low,Low,At Risk
998,13,Male,9,NGO,94.5,83,70,98,40,71.2,5.7,95.5,No,Yes,None,Graduate,Self-employed,328556,7,13.3,Walk,No,No,Yes,No,No,High,High,On Track
999,15,Female,6,Government,65.7,74,52,57,98,67.3,5.2,71.1,No,Yes,None,None,Labourer,142801,4,13.7,Walk,No,Yes,No,No,Yes,Medium,Low,At Risk
1000,10,Female,6,Government,54.5,95,70,49,90,80,2.1,99.3,No,No,None,Primary,Farmer,170788,2,4.9,Walk,No,Yes,Yes,Yes,No,High,Medium,On Track
1001,14,Female,5,Private,69.7,98,41,42,36,55.4,5.4,58.5,No,No,Smartphone,Graduate,Farmer,253268,8,8.5,Walk,Yes,No,Yes,Yes,No,High,Medium,On Track
1002,14,Male,10,NGO,53.4,83,69,40,43,54,5.8,94.2,No,No,None,None,Farmer,70866,5,8.1,Bicycle,Yes,Yes,Yes,Yes,Yes,High,Medium,On Track
1003,17,Other,10,NGO,96,81,51,78,78,76.5,0.7,43.5,No,No,None,None,Self-employed,45831,5,2.1,Walk,Yes,No,No,Yes,Yes,Low,High,At Risk
1004,12,Male,7,Private,46.7,89,64,73,93,82.1,1.9,43.4,No,Yes,Shared Phone,Secondary,Farmer,86332,7,14,Bus,No,No,No,Yes,No,Low,High,At Risk
1005,10,Other,9,NGO,75.4,52,53,63,31,48.9,2.5,51,No,No,Laptop,Graduate,Self-employed,218816,5,6,Bus,Yes,Yes,No,Yes,Yes,Medium,Low,At Risk
1006,11,Male,11,Private,63.1,75,85,47,58,66.4,3.2,65.6,No,No,Smartphone,Graduate,Labourer,164599,3,12.7,Walk,Yes,Yes,Yes,Yes,Yes,Medium,High,On Track
1007,18,Female,11,NGO,45.5,65,91,65,87,81,0.9,70.4,Yes,Yes,None,Primary,Labourer,212632,6,2.7,Bus,No,Yes,No,No,Yes,High,High,On Track
1008,11,Other,9,Private,70.3,36,76,59,69,59.4,3.6,71.2,Yes,No,Laptop,Primary,Service,69515,2,12.2,Bicycle,Yes,No,No,No,No,Low,High,On Track
1009,16,Other,7,NGO,77.6,51,77,98,53,73.5,1.4,93.4,Yes,Yes,Shared Phone,Primary,Self-employed,168696,5,8.1,Bicycle,Yes,No,No,No,No,Low,Medium,On Track
1010,17,Male,5,Private,78.6,81,65,71,100,76.4,5.9,81.4,No,No,Smartphone,Primary,Self-employed,81601,4,10.3,Bus,No,Yes,No,Yes,No,High,Low,On Track
1011,14,Male,12,Private,98.1,41,38,67,97,59.6,5.4,95,No,No,Smartphone,None,Service,101769,4,11.8,Walk,No,No,No,No,No,Medium,Medium,On Track
1012,11,Other,11,Private,69.2,84,60,31,36,53.4,1.6,81.5,Yes,Yes,None,Graduate,Labourer,140490,3,13.8,Walk,Yes,Yes,Yes,No,Yes,High,Medium,On Track
1013,14,Male,7,Private,71.4,82,100,36,96,81.2,2.9,78.6,Yes,Yes,Smartphone,None,Labourer,146944,5,11.3,Bicycle,No,Yes,No,No,No,High,Low,On Track
1014,11,Female,10,NGO,62.9,64,83,32,74,60.7,1.3,57.5,No,No,Smartphone,Graduate,Labourer,112239,5,13.9,Bicycle,Yes,No,Yes,Yes,Yes,Low,High,At Risk
1015,18,Other,10,Government,67.5,49,94,76,35,60.2,1,91.7,No,No,Shared Phone,Primary,Farmer,50281,3,5.9,Bicycle,No,No,No,Yes,No,Medium,Medium,At Risk
1016,16,Female,12,Government,80.3,64,66,80,30,59.5,3.9,88.3,No,No,None,None,Labourer,304698,6,10.2,Bicycle,No,Yes,No,Yes,No,Medium,Medium,On Track
1017,12,Other,10,Government,56.3,42,84,65,99,69.3,4.7,83.2,No,No,Smartphone,Graduate,Service,273277,2,5.6,Bicycle,No,No,No,Yes,No,Medium,Medium,On Track
1018,13,Male,11,Private,74.5,93,43,73,82,75.8,1.5,39.9,Yes,No,None,Graduate,Service,252292,5,2,Walk,No,Yes,Yes,Yes,Yes,Low,Medium,On Track
1019,15,Male,9,Government,70.4,59,66,63,60,63.6,5,76.1,No,Yes,Shared Phone,Secondary,Self-employed,231513,4,9.8,Bus,No,No,No,No,Yes,Medium,Medium,On Track
1020,16,Male,10,NGO,93.2,77,89,57,70,69.8,5.2,67.5,No,No,None,Secondary,Service,294795,5,0.9,Bus,No,No,No,Yes,Yes,Medium,High,On Track
1021,16,Other,7,Private,58.1,68,86,30,68,58.2,1.1,58,No,Yes,Smartphone,Graduate,Self-employed,349260,6,5.2,Walk,Yes,No,Yes,No,No,Medium,Low,At Risk
1022,15,Female,11,NGO,47,89,33,54,79,59.8,0.9,54.4,Yes,Yes,None,Graduate,Farmer,58489,5,8.2,Bus,No,No,Yes,No,No,High,High,At Risk
1023,11,Female,11,NGO,94.7,49,44,76,60,58.9,4.7,94.6,No,No,Laptop,Primary,Self-employed,225042,7,8,Bicycle,No,Yes,Yes,No,Yes,Medium,Low,On Track
1024,17,Female,7,Government,52.3,98,57,64,40,69.4,1.8,54.2,Yes,Yes,None,None,Service,182661,7,4.8,Bus,Yes,Yes,Yes,No,No,High,Medium,On Track
1025,13,Female,10,Government,71.4,82,86,38,64,67.7,0.6,79.3,Yes,Yes,Laptop,Primary,Labourer,230948,8,5.3,Bus,No,No,No,Yes,No,High,Low,On Track
1026,14,Male,6,Government,52.8,94,96,79,84,92.6,1.1,86.7,Yes,Yes,Shared Phone,None,Service,178335,8,9.7,Bus,No,Yes,Yes,No,No,Low,Medium,At Risk
1027,16,Female,10,Private,69.8,63,64,78,77,72.5,1.5,78.1,No,No,Smartphone,None,Labourer,97344,6,14.5,Bus,No,Yes,No,Yes,Yes,Low,Low,At Risk
1028,13,Female,6,NGO,83,57,86,84,95,78.5,1,84.5,No,No,None,Secondary,Labourer,240278,3,3.8,Bicycle,Yes,Yes,Yes,Yes,Yes,Low,Low,At Risk
1029,12,Female,12,Private,54.3,56,79,31,55,50.3,3.1,84.4,No,No,Laptop,None,Farmer,340422,6,3.7,Bicycle,No,Yes,No,Yes,No,High,High,On Track
1030,10,Other,12,Government,68.2,91,38,83,53,70.8,3.2,32.9,No,Yes,Smartphone,None,Service,302670,8,4.6,Bicycle,Yes,No,No,No,No,Low,Low,At Risk
1031,17,Male,9,Private,51,40,81,34,71,58.7,4.3,46.1,Yes,No,Smartphone,None,Farmer,335991,7,14.4,Bicycle,Yes,No,Yes,Yes,Yes,Low,Medium,At Risk
1032,15,Male,6,Government,55.3,99,48,80,89,83.5,3,42.3,No,Yes,None,Primary,Labourer,248652,2,6.5,Bus,No,Yes,Yes,No,No,Low,Medium,At Risk
1033,14,Female,5,Private,52.8,59,55,77,99,69.8,3.3,50.9,Yes,Yes,Laptop,Secondary,Self-employed,275213,5,8.7,Bus,No,Yes,No,Yes,Yes,Low,Medium,At Risk
1034,12,Female,6,NGO,61.7,41,49,99,61,59.4,3.6,55.7,No,Yes,Shared Phone,Secondary,Farmer,277919,3,0.7,Bicycle,No,Yes,No,Yes,No,Medium,Low,At Risk
1035,11,Female,7,Private,59,78,30,72,41,59.9,1.9,86.6,No,Yes,Shared Phone,Graduate,Service,241947,8,10.1,Walk,Yes,No,Yes,No,No,High,Medium,On Track
1036,13,Female,9,NGO,62.9,88,59,40,90,71.9,0.7,45.8,No,No,Laptop,Secondary,Self-employed,302077,6,12.9,Bus,No,No,No,No,Yes,Low,Low,Dropout
1037,11,Other,6,Private,99.5,79,32,73,67,59.4,0.8,71.6,No,No,Laptop,Graduate,Service,101534,4,13.2,Bicycle,Yes,Yes,No,No,No,Low,Medium,On Track
1038,15,Other,12,Private,53.2,88,49,51,79,68.6,1.7,65.5,No,Yes,Shared Phone,None,Farmer,306060,8,6.6,Bus,No,No,Yes,No,Yes,High,Medium,On Track
1039,13,Female,7,Private,96.2,100,90,34,86,81.3,5.4,60.7,No,No,None,Primary,Labourer,338583,7,12.2,Bicycle,Yes,No,Yes,Yes,Yes,Medium,Low,On Track
1040,17,Male,8,NGO,99.4,45,46,100,83,65.2,4.1,32.3,Yes,No,Shared Phone,Primary,Labourer,161544,4,4.3,Walk,Yes,Yes,No,Yes,No,Low,Low,At Risk
1041,14,Male,8,Government,82.4,30,81,74,46,54.7,2.9,91.6,No,Yes,Smartphone,None,Service,111586,8,14.1,Bicycle,Yes,No,No,No,No,Medium,High,On Track
1042,15,Male,8,Private,50.9,96,31,62,51,58.6,5.8,93.3,Yes,No,Shared Phone,Graduate,Service,255061,6,8,Bicycle,Yes,No,No,Yes,Yes,Medium,Medium,On Track
1043,10,Female,8,Government,84.7,46,51,45,61,54.6,5.5,32.4,Yes,No,Laptop,Graduate,Service,149496,3,12.4,Bus,No,Yes,Yes,No,Yes,High,High,On Track
1044,14,Male,10,Government,88.8,52,44,90,80,64.6,1.1,30.6,Yes,Yes,None,Graduate,Service,42353,4,5.2,Walk,No,Yes,Yes,Yes,Yes,Low,High,At Risk
1045,12,Female,5,NGO,49.5,92,76,68,76,82.5,0.9,49.3,No,Yes,None,None,Farmer,181065,8,1.6,Walk,No,No,No,No,No,Low,Medium,At Risk
1046,14,Other,7,Government,90.4,59,80,37,91,67.1,4.7,50.5,Yes,Yes,None,Secondary,Service,306175,6,10.7,Walk,Yes,No,No,Yes,Yes,Low,High,On Track
